,Date,股票代码,Open,Close,High,Low,Volume,成交额,振幅,Change,Amount,Turnover,Adj Close
35,2021-07-16,605499,175.38,179.58,182.02,172.89,23287,572093760.0,5.18,1.79,3.16,5.82,179.58
36,2021-07-19,605499,178.25,174.42,181.46,160.73,41319,970370736.0,11.54,-2.87,-5.16,10.33,174.42
37,2021-07-20,605499,169.81,166.26,171.81,165.41,22136,511514288.0,3.67,-4.68,-8.16,5.53,166.26
38,2021-07-21,605499,166.35,158.27,168.54,154.53,64267,1412627968.0,8.43,-4.81,-7.99,16.06,158.27
39,2021-07-22,605499,157.38,149.88,157.5,146.91,50888,1071687696.0,6.69,-5.3,-8.39,12.72,149.88
40,2021-07-23,605499,147.66,146.68,151.39,142.79,33775,689254000.0,5.74,-2.14,-3.2,8.44,146.68
41,2021-07-26,605499,144.66,135.19,145.96,131.0,44211,843490704.0,10.2,-7.83,-11.49,11.05,135.19
42,2021-07-27,605499,135.31,132.42,142.05,132.29,38320,731918128.0,7.22,-2.05,-2.77,9.58,132.42
43,2021-07-28,605499,130.48,136.08,136.73,125.96,28733,533570704.0,8.13,2.76,3.66,7.18,136.08
44,2021-07-29,605499,138.27,147.95,148.12,137.73,41041,828793312.0,7.64,8.72,11.87,10.26,147.95
45,2021-07-30,605499,145.19,140.21,145.19,135.96,31182,607778448.0,6.24,-5.23,-7.74,7.79,140.21
46,2021-08-02,605499,136.93,144.73,149.04,132.12,33371,658578240.0,12.07,3.22,4.52,8.34,144.73
47,2021-08-03,605499,141.35,153.65,157.41,140.62,36269,757399952.0,11.6,6.16,8.92,9.06,153.65
48,2021-08-04,605499,152.88,151.4,159.81,148.27,25634,548356000.0,7.51,-1.46,-2.25,6.41,151.4
49,2021-08-05,605499,145.96,148.05,151.25,143.81,17768,362522992.0,4.91,-2.21,-3.35,4.44,148.05
50,2021-08-06,605499,144.38,144.49,147.82,143.69,12356,249538676.0,2.79,-2.4,-3.56,3.09,144.49
51,2021-08-09,605499,142.52,157.42,159.04,142.12,28001,597343200.0,11.71,8.95,12.93,7.0,157.42
52,2021-08-10,605499,155.19,169.04,170.58,154.42,37046,838116144.0,10.27,7.38,11.62,9.26,169.04
53,2021-08-11,605499,165.67,160.46,170.58,159.87,26763,607211360.0,6.34,-5.08,-8.58,6.69,160.46
54,2021-08-12,605499,159.04,152.12,164.1,150.58,23127,495276768.0,8.43,-5.2,-8.34,5.78,152.12
55,2021-08-13,605499,150.74,146.11,154.87,142.81,24639,503222384.0,7.93,-3.95,-6.01,6.16,146.11
56,2021-08-16,605499,144.42,149.73,155.18,143.65,18979,396486512.0,7.89,2.48,3.62,4.74,149.73
57,2021-08-17,605499,150.19,143.65,151.35,141.02,15944,321472160.0,6.9,-4.06,-6.08,3.98,143.65
58,2021-08-18,605499,143.63,143.34,146.92,141.96,11004,220934013.0,3.45,-0.22,-0.31,2.75,143.34
59,2021-08-19,605499,142.57,139.81,142.75,136.93,16000,311264720.0,4.06,-2.46,-3.53,4.0,139.81
60,2021-08-20,605499,139.34,136.57,141.36,132.12,13918,265168696.0,6.61,-2.32,-3.24,3.48,136.57
61,2021-08-23,605499,137.88,139.81,142.02,135.97,11404,222172164.0,4.43,2.37,3.24,2.85,139.81
62,2021-08-24,605499,138.27,141.54,142.95,136.73,15042,294362144.0,4.45,1.24,1.73,3.76,141.54
63,2021-08-25,605499,141.55,143.65,145.19,139.7,11407,227527615.0,3.88,1.49,2.11,2.85,143.65
64,2021-08-26,605499,143.27,132.59,143.27,132.5,17155,322765872.0,7.5,-7.7,-11.06,4.29,132.59
65,2021-08-27,605499,132.59,130.88,135.54,128.25,15421,280587744.0,5.5,-1.29,-1.71,3.85,130.88
66,2021-08-30,605499,130.85,122.42,130.85,119.39,32386,554899280.0,8.76,-6.46,-8.46,8.09,122.42
67,2021-08-31,605499,120.96,123.4,125.53,120.45,16709,287090128.0,4.15,0.8,0.98,4.18,123.4
68,2021-09-01,605499,122.41,125.56,129.42,118.74,18703,325159616.0,8.65,1.75,2.16,4.67,125.56
69,2021-09-02,605499,124.32,124.85,127.29,121.73,15693,271885760.0,4.43,-0.57,-0.71,3.92,124.85
70,2021-09-03,605499,123.27,124.73,127.88,121.73,12488,217321332.0,4.93,-0.1,-0.12,3.12,124.73
71,2021-09-06,605499,124.04,135.82,137.09,121.88,21282,391674848.0,12.19,8.89,11.09,5.32,135.82
72,2021-09-07,605499,133.43,132.61,135.54,131.35,11693,216221761.0,3.08,-2.36,-3.21,2.92,132.61
73,2021-09-08,605499,134.04,140.19,140.96,132.12,19024,363449520.0,6.67,5.72,7.58,4.75,140.19
74,2021-09-09,605499,138.65,134.05,140.17,129.85,14931,279406304.0,7.36,-4.38,-6.14,3.73,134.05
75,2021-09-10,605499,131.57,135.58,136.47,130.96,7857,146101030.0,4.11,1.14,1.53,1.96,135.58
76,2021-09-13,605499,134.25,134.02,138.27,129.5,9043,167121418.0,6.47,-1.15,-1.56,2.26,134.02
77,2021-09-14,605499,133.65,134.27,137.12,133.27,6060,113145245.0,2.87,0.19,0.25,1.51,134.27
78,2021-09-15,605499,132.21,127.12,132.83,126.35,10034,179669006.0,4.83,-5.33,-7.15,2.51,127.12
79,2021-09-16,605499,126.0,129.42,133.27,122.47,14664,262783317.0,8.5,1.81,2.3,3.67,129.42
80,2021-09-17,605499,128.63,134.99,135.58,125.58,13940,255325081.0,7.73,4.3,5.57,3.48,134.99
81,2021-09-22,605499,131.73,134.42,134.88,129.2,7723,141067870.0,4.21,-0.42,-0.57,1.93,134.42
82,2021-09-23,605499,133.27,132.65,137.88,132.51,7135,133344735.0,3.99,-1.32,-1.77,1.78,132.65
83,2021-09-24,605499,132.47,146.82,146.82,130.42,23076,456621968.0,12.36,10.68,14.17,5.77,146.82
84,2021-09-27,605499,147.08,142.95,160.7,141.81,29564,617523856.0,12.87,-2.64,-3.87,7.39,142.95
85,2021-09-28,605499,142.82,144.82,148.62,134.12,19195,377826880.0,10.14,1.31,1.87,4.8,144.82
86,2021-09-29,605499,143.27,139.81,144.79,136.94,14549,280811776.0,5.42,-3.46,-5.01,3.64,139.81
87,2021-09-30,605499,139.88,146.19,147.88,138.62,14845,296760256.0,6.62,4.56,6.38,3.71,146.19
88,2021-10-08,605499,146.19,153.25,154.81,144.65,15480,324594704.0,6.95,4.83,7.06,3.87,153.25
89,2021-10-11,605499,151.73,150.36,157.48,149.33,11622,243333792.0,5.32,-1.89,-2.89,2.9,150.36
90,2021-10-12,605499,150.41,145.58,150.93,139.64,16061,322453488.0,7.51,-3.18,-4.78,4.01,145.58
91,2021-10-13,605499,148.66,151.58,155.28,145.81,23765,495390528.0,6.51,4.12,6.0,5.94,151.58
92,2021-10-14,605499,149.82,154.04,156.34,148.74,18456,388531120.0,5.01,1.62,2.46,4.61,154.04
93,2021-10-15,605499,151.88,150.75,152.65,147.27,17931,370396480.0,3.49,-2.14,-3.29,4.48,150.75
94,2021-10-18,605499,148.65,141.79,148.69,140.96,19483,387874800.0,5.13,-5.94,-8.96,4.87,141.79
95,2021-10-19,605499,140.12,141.35,143.12,138.51,9879,192987059.0,3.25,-0.31,-0.44,2.47,141.35
96,2021-10-20,605499,141.35,138.58,141.96,135.58,12881,246025976.0,4.51,-1.96,-2.77,3.22,138.58
97,2021-10-21,605499,137.88,137.19,140.94,136.08,11515,220035281.0,3.51,-1.0,-1.39,2.88,137.19
98,2021-10-22,605499,137.12,138.33,138.33,129.04,21241,394174496.0,6.77,0.83,1.14,5.31,138.33
99,2021-10-25,605499,137.04,131.73,137.57,131.42,19604,363179104.0,4.45,-4.77,-6.6,4.9,131.73
100,2021-10-26,605499,131.64,131.95,135.19,129.81,12956,238776232.0,4.08,0.17,0.22,3.24,131.95
101,2021-10-27,605499,131.95,132.74,132.88,127.88,11160,202898394.0,3.79,0.6,0.79,2.79,132.74
102,2021-10-28,605499,129.41,129.03,129.79,118.56,40981,701042240.0,8.46,-2.79,-3.71,10.24,129.03
103,2021-10-29,605499,125.35,127.2,130.06,122.82,15345,270354816.0,5.61,-1.42,-1.83,3.84,127.2
104,2021-11-01,605499,124.93,124.15,126.87,122.62,9925,172437345.0,3.34,-2.4,-3.05,2.48,124.15
105,2021-11-02,605499,123.65,125.35,127.73,122.88,11463,200662135.0,3.91,0.97,1.2,2.87,125.35
106,2021-11-03,605499,126.88,128.11,129.42,125.58,11342,201789365.0,3.06,2.2,2.76,2.83,128.11
107,2021-11-04,605499,128.87,136.36,137.88,126.35,24704,456167520.0,9.0,6.44,8.25,6.17,136.36
108,2021-11-05,605499,134.05,133.9,138.05,133.67,12012,225930050.0,3.21,-1.8,-2.46,3.0,133.9
109,2021-11-08,605499,135.58,134.01,137.12,132.6,10103,188567766.0,3.38,0.08,0.11,2.53,134.01
110,2021-11-09,605499,134.02,129.12,134.81,127.64,14368,260275898.0,5.35,-3.65,-4.89,3.59,129.12
111,2021-11-10,605499,127.86,125.58,129.4,123.02,11894,208471583.0,4.94,-2.74,-3.54,2.97,125.58
112,2021-11-11,605499,124.62,127.67,130.57,123.27,11280,200963764.0,5.81,1.66,2.09,2.82,127.67
113,2021-11-12,605499,128.27,127.88,131.73,127.12,8467,152216310.0,3.61,0.16,0.21,2.12,127.88
114,2021-11-15,605499,126.35,131.52,134.21,125.66,12252,223165102.0,6.69,2.85,3.64,3.06,131.52
115,2021-11-16,605499,131.62,133.5,134.18,130.98,10756,198819058.0,2.43,1.51,1.98,2.69,133.5
116,2021-11-17,605499,132.5,130.97,133.27,129.66,7376,134186429.0,2.7,-1.9,-2.53,1.84,130.97
117,2021-11-18,605499,130.5,127.97,130.95,126.5,10399,185288363.0,3.4,-2.29,-3.0,2.6,127.97
118,2021-11-19,605499,127.92,127.35,131.66,126.35,9290,165885073.0,4.15,-0.48,-0.62,2.32,127.35
119,2021-11-22,605499,126.73,129.96,130.96,125.58,10851,194653152.0,4.22,2.05,2.61,2.71,129.96
120,2021-11-23,605499,129.42,130.38,132.48,127.88,8154,147555258.0,3.54,0.32,0.42,2.04,130.38
121,2021-11-24,605499,131.02,139.31,144.31,130.1,28072,532852368.0,10.9,6.85,8.93,7.02,139.31
122,2021-11-25,605499,139.81,135.8,149.15,135.58,19795,386295632.0,9.74,-2.52,-3.51,4.95,135.8
123,2021-11-26,605499,135.8,134.81,137.1,132.93,10645,198754879.0,3.07,-0.73,-0.99,2.66,134.81
124,2021-11-29,605499,131.75,139.1,139.42,131.73,11160,211020996.0,5.7,3.18,4.29,2.79,139.1
125,2021-11-30,605499,138.23,133.45,138.95,132.96,9834,184011901.0,4.31,-4.06,-5.65,2.46,133.45
126,2021-12-01,605499,133.31,132.51,134.8,132.12,8454,156044544.0,2.01,-0.7,-0.94,2.11,132.51
127,2021-12-02,605499,132.51,134.7,136.72,131.73,10041,186954148.0,3.77,1.65,2.19,2.51,134.7
128,2021-12-03,605499,134.58,138.08,138.9,133.37,10510,199729204.0,4.11,2.51,3.38,2.63,138.08
129,2021-12-06,605499,138.04,135.46,139.88,134.86,7222,137056140.0,3.64,-1.9,-2.62,1.8,135.46
130,2021-12-07,605499,136.72,133.08,137.22,131.73,8719,161615146.0,4.05,-1.76,-2.38,2.18,133.08
131,2021-12-08,605499,132.04,137.58,137.58,128.89,16983,315174368.0,6.53,3.38,4.5,4.24,137.58
132,2021-12-09,605499,136.45,140.46,145.58,135.85,23199,454002752.0,7.07,2.09,2.88,5.8,140.46
133,2021-12-10,605499,140.16,136.86,143.27,136.86,16854,328128624.0,4.56,-2.56,-3.6,4.21,136.86
134,2021-12-13,605499,140.32,141.43,144.03,138.66,14694,287349920.0,3.92,3.34,4.57,3.67,141.43
135,2021-12-14,605499,141.29,139.14,142.5,138.97,9582,186134505.0,2.5,-1.62,-2.29,2.39,139.14
136,2021-12-15,605499,139.58,135.95,139.81,135.59,7579,143441938.0,3.03,-2.29,-3.19,1.89,135.95
137,2021-12-16,605499,135.58,130.58,136.33,129.58,18819,343787424.0,4.97,-3.95,-5.37,4.7,130.58
138,2021-12-17,605499,130.55,127.89,130.55,127.89,11304,202312596.0,2.04,-2.06,-2.69,2.83,127.89
139,2021-12-20,605499,127.12,126.45,129.33,125.58,9126,161663286.0,2.93,-1.13,-1.44,2.28,126.45
140,2021-12-21,605499,126.45,126.59,128.5,124.81,7049,124466183.0,2.92,0.11,0.14,1.76,126.59
141,2021-12-22,605499,127.12,127.98,128.99,126.73,5482,97528551.0,1.79,1.1,1.39,1.37,127.98
142,2021-12-23,605499,127.98,126.6,129.38,124.98,8965,157986488.0,3.44,-1.08,-1.38,2.24,126.6
143,2021-12-24,605499,126.87,126.88,127.75,125.65,5607,98944314.0,1.66,0.22,0.28,1.4,126.88
144,2021-12-27,605499,126.88,128.9,129.01,125.29,10881,192848738.0,2.93,1.59,2.02,2.72,128.9
145,2021-12-28,605499,128.86,129.58,130.19,127.88,5586,100274412.0,1.79,0.53,0.68,1.4,129.58
146,2021-12-29,605499,129.57,128.68,130.35,127.35,6469,115829136.0,2.32,-0.69,-0.9,1.62,128.68
147,2021-12-30,605499,128.68,128.75,129.73,126.88,5823,104142651.0,2.21,0.05,0.07,1.46,128.75
148,2021-12-31,605499,128.65,130.84,130.87,127.51,7625,137475790.0,2.61,1.62,2.09,1.91,130.84
149,2022-01-04,605499,130.54,128.32,130.55,126.96,6506,116155655.0,2.74,-1.93,-2.52,1.63,128.32
150,2022-01-05,605499,128.47,125.09,128.5,121.27,12799,221570073.0,5.63,-2.52,-3.23,3.2,125.09
151,2022-01-06,605499,124.35,123.29,124.65,122.69,6307,108615675.0,1.57,-1.44,-1.8,1.58,123.29
152,2022-01-07,605499,123.92,122.65,124.04,122.24,4160,71497500.0,1.46,-0.52,-0.64,1.04,122.65
153,2022-01-10,605499,122.88,125.5,125.82,120.19,8003,137914886.0,4.59,2.32,2.85,2.0,125.5
154,2022-01-11,605499,125.04,123.35,126.19,121.79,4535,78955029.0,3.51,-1.71,-2.15,1.13,123.35
155,2022-01-12,605499,123.35,122.42,124.9,121.88,5625,96423564.0,2.45,-0.75,-0.93,1.41,122.42
156,2022-01-13,605499,123.02,118.03,123.02,117.88,9162,153370293.0,4.2,-3.59,-4.39,2.29,118.03
157,2022-01-14,605499,117.75,109.93,117.75,108.27,17766,279716176.0,8.03,-6.86,-8.1,4.44,109.93
158,2022-01-17,605499,109.45,111.35,112.65,105.65,11590,179127612.0,6.37,1.29,1.42,2.9,111.35
159,2022-01-18,605499,112.69,123.38,123.38,112.69,18950,320421024.0,9.6,10.8,12.03,4.74,123.38
160,2022-01-19,605499,126.28,124.59,126.28,120.96,20775,358937008.0,4.31,0.98,1.21,5.19,124.59
161,2022-01-20,605499,125.76,126.18,129.12,122.5,14545,257013243.0,5.31,1.28,1.59,3.64,126.18
162,2022-01-21,605499,126.83,124.63,127.5,123.27,8125,141992313.0,3.35,-1.23,-1.55,2.03,124.63
163,2022-01-24,605499,124.42,123.34,125.48,121.58,6661,114721737.0,3.13,-1.04,-1.29,1.66,123.34
164,2022-01-25,605499,122.35,118.27,123.33,117.98,9037,152169004.0,4.34,-4.11,-5.07,2.26,118.27
165,2022-01-26,605499,118.52,117.12,121.58,113.95,11039,180148617.0,6.45,-0.97,-1.15,2.76,117.12
166,2022-01-27,605499,117.63,115.78,118.65,115.58,7553,123770548.0,2.62,-1.14,-1.34,1.89,115.78
167,2022-01-28,605499,116.27,112.16,116.84,111.81,9189,147106367.0,4.34,-3.13,-3.62,2.3,112.16
168,2022-02-07,605499,114.26,113.54,116.25,112.64,7884,126291821.0,3.22,1.23,1.38,1.97,113.54
169,2022-02-08,605499,113.54,111.72,116.23,109.28,8092,127304892.0,6.12,-1.6,-1.82,2.02,111.72
170,2022-02-09,605499,111.62,116.48,117.62,110.68,9349,149820330.0,6.21,4.26,4.76,2.34,116.48
171,2022-02-10,605499,115.58,114.38,116.95,111.45,8388,133322215.0,4.72,-1.8,-2.1,2.1,114.38
172,2022-02-11,605499,113.88,109.38,114.81,108.62,8358,130721248.0,5.41,-4.37,-5.0,2.09,109.38
173,2022-02-14,605499,107.88,111.24,112.32,107.12,8524,132168921.0,4.75,1.7,1.86,2.13,111.24
174,2022-02-15,605499,111.96,116.85,117.31,110.2,10521,169504241.0,6.39,5.04,5.61,2.63,116.85
175,2022-02-16,605499,118.12,129.42,129.45,118.12,30011,532678944.0,9.7,10.76,12.57,7.5,129.42
176,2022-02-17,605499,128.24,121.19,130.1,120.24,25078,435187952.0,7.62,-6.36,-8.23,6.27,121.19
177,2022-02-18,605499,120.93,120.57,121.44,117.88,9079,152623923.0,2.94,-0.51,-0.62,2.27,120.57
178,2022-02-21,605499,120.58,128.79,130.96,120.58,19495,347440176.0,8.61,6.82,8.22,4.87,128.79
179,2022-02-22,605499,128.79,125.61,129.4,124.44,8074,141540741.0,3.85,-2.47,-3.18,2.02,125.61
180,2022-02-23,605499,126.02,126.17,126.45,123.42,6475,113067527.0,2.41,0.45,0.56,1.62,126.17
181,2022-02-24,605499,125.57,121.64,125.57,119.12,9125,155081288.0,5.11,-3.59,-4.53,2.28,121.64
182,2022-02-25,605499,121.41,121.12,124.8,120.58,7302,124553299.0,3.47,-0.43,-0.52,1.82,121.12
183,2022-02-28,605499,121.34,123.27,125.02,118.12,10954,185708164.0,5.7,1.78,2.15,2.74,123.27
184,2022-03-01,605499,123.27,124.92,125.57,121.45,11986,208160591.0,3.34,1.34,1.65,3.0,124.92
185,2022-03-02,605499,123.22,121.77,124.92,121.58,7829,134043411.0,2.67,-2.52,-3.15,1.96,121.77
186,2022-03-03,605499,121.77,115.22,122.8,113.26,18788,305537008.0,7.83,-5.38,-6.55,4.7,115.22
187,2022-03-04,605499,114.04,115.4,117.5,111.73,10214,164139328.0,5.01,0.16,0.18,2.55,115.4
188,2022-03-07,605499,115.15,111.35,115.15,110.65,8807,138069709.0,3.9,-3.51,-4.05,2.2,111.35
189,2022-03-08,605499,112.03,114.05,115.48,108.65,13917,220069254.0,6.13,2.42,2.7,3.48,114.05
190,2022-03-09,605499,115.58,110.58,115.58,108.65,10449,163520881.0,6.08,-3.04,-3.47,2.61,110.58
191,2022-03-10,605499,114.04,112.17,114.73,110.98,7964,125295208.0,3.39,1.44,1.59,1.99,112.17
192,2022-03-11,605499,110.96,111.15,111.47,107.96,7808,120447210.0,3.13,-0.91,-1.02,1.95,111.15
193,2022-03-14,605499,108.65,104.12,109.42,103.88,10898,163748334.0,4.98,-6.32,-7.03,2.72,104.12
194,2022-03-15,605499,103.27,100.62,105.96,97.22,8729,126161245.0,8.39,-3.36,-3.5,2.18,100.62
195,2022-03-16,605499,101.73,102.49,103.18,95.69,9199,130018157.0,7.44,1.86,1.87,2.3,102.49
196,2022-03-17,605499,102.51,104.51,106.84,102.5,8893,131707496.0,4.23,1.97,2.02,2.22,104.51
197,2022-03-18,605499,104.52,104.41,104.52,101.73,6808,99338117.0,2.67,-0.1,-0.1,1.7,104.41
198,2022-03-21,605499,104.42,103.18,105.18,102.08,6796,99358116.0,2.97,-1.18,-1.23,1.7,103.18
199,2022-03-22,605499,102.48,101.23,103.02,100.88,5736,82268567.0,2.07,-1.89,-1.95,1.43,101.23
200,2022-03-23,605499,102.08,100.35,102.12,100.19,6722,95968300.0,1.91,-0.87,-0.88,1.68,100.35
201,2022-03-24,605499,99.42,98.58,99.5,96.74,7589,105421161.0,2.75,-1.76,-1.77,1.9,98.58
202,2022-03-25,605499,99.15,93.99,99.15,92.5,13464,182664485.0,6.75,-4.66,-4.59,3.37,93.99
203,2022-03-28,605499,93.65,92.34,93.96,88.83,10782,140779560.0,5.46,-1.76,-1.65,2.69,92.34
204,2022-03-29,605499,92.27,91.14,93.85,90.77,6226,81915350.0,3.34,-1.3,-1.2,1.56,91.14
205,2022-03-30,605499,92.09,94.32,95.7,90.96,11589,154721122.0,5.2,3.49,3.18,2.9,94.32
206,2022-03-31,605499,93.27,94.06,95.19,91.73,7344,97977843.0,3.67,-0.28,-0.26,1.84,94.06
207,2022-04-01,605499,93.91,95.72,96.36,92.52,7748,105077868.0,4.08,1.76,1.66,1.94,95.72
208,2022-04-06,605499,94.42,93.96,95.32,92.98,6441,85432805.0,2.44,-1.84,-1.76,1.61,93.96
209,2022-04-07,605499,94.02,92.08,95.56,91.88,5213,68484872.0,3.92,-2.0,-1.88,1.3,92.08
210,2022-04-08,605499,91.35,89.33,92.88,88.7,7828,99307115.0,4.54,-2.99,-2.75,1.96,89.33
211,2022-04-11,605499,88.19,88.57,90.19,86.73,11853,148125965.0,3.87,-0.85,-0.76,2.96,88.57
212,2022-04-12,605499,87.73,94.77,96.79,87.73,13709,178684363.0,10.23,7.0,6.2,3.43,94.77
213,2022-04-13,605499,94.0,94.11,95.93,92.58,9351,124835262.0,3.53,-0.7,-0.66,2.34,94.11
214,2022-04-14,605499,94.88,97.91,100.58,94.48,12856,176964496.0,6.48,4.04,3.8,3.21,97.91
215,2022-04-15,605499,97.48,95.54,98.88,94.92,10062,136333479.0,4.04,-2.42,-2.37,2.51,95.54
216,2022-04-18,605499,94.77,97.23,97.42,89.09,7131,96239965.0,8.72,1.77,1.69,1.78,97.23
217,2022-04-19,605499,97.25,94.49,98.27,94.08,6676,89677424.0,4.31,-2.82,-2.74,1.67,94.49
218,2022-04-20,605499,94.49,94.92,97.11,92.88,10365,139149699.0,4.48,0.46,0.43,2.59,94.92
219,2022-04-21,605499,93.08,92.11,97.15,91.53,7164,94657874.0,5.92,-2.96,-2.81,1.79,92.11
220,2022-04-22,605499,90.21,91.69,92.88,89.93,6182,79940806.0,3.2,-0.46,-0.42,1.55,91.69
221,2022-04-25,605499,89.85,84.88,89.85,83.71,8983,111440729.0,6.7,-7.43,-6.81,2.25,84.88
222,2022-04-26,605499,84.92,82.37,87.79,82.14,8267,99042108.0,6.66,-2.96,-2.51,2.07,82.37
223,2022-04-27,605499,80.62,83.28,83.35,79.42,8811,102584374.0,4.77,1.1,0.91,2.2,83.28
224,2022-04-28,605499,83.27,84.38,86.0,82.04,8519,101431394.0,4.76,1.32,1.1,2.13,84.38
225,2022-04-29,605499,83.65,87.19,88.65,82.5,10387,127263643.0,7.29,3.33,2.81,2.6,87.19
226,2022-05-05,605499,85.96,87.42,87.88,83.67,13262,162095696.0,4.83,0.26,0.23,3.31,87.42
227,2022-05-06,605499,84.32,81.51,84.8,80.42,16267,190685519.0,5.01,-6.76,-5.91,4.07,81.51
228,2022-05-09,605499,80.43,80.96,82.02,79.04,6578,75854084.0,3.66,-0.67,-0.55,1.64,80.96
229,2022-05-10,605499,79.48,81.68,83.17,77.77,8952,103464547.0,6.67,0.89,0.72,2.24,81.68
230,2022-05-11,605499,81.46,90.64,90.64,81.46,15320,191133440.0,11.24,10.97,8.96,3.83,90.64
231,2022-05-12,605499,92.12,93.42,95.96,90.1,23306,305998960.0,6.47,3.07,2.78,5.82,93.42
232,2022-05-13,605499,92.88,92.18,94.69,90.58,12793,166566673.0,4.4,-1.33,-1.24,3.2,92.18
233,2022-05-16,605499,92.28,91.36,92.98,90.64,8193,105900761.0,2.54,-0.89,-0.82,2.05,91.36
234,2022-05-17,605499,90.84,91.77,92.88,89.97,7262,93514056.0,3.19,0.45,0.41,1.82,91.77
235,2022-05-18,605499,90.64,93.98,95.02,90.28,12100,159285721.0,5.17,2.41,2.21,3.02,93.98
236,2022-05-19,605499,92.96,94.42,94.42,91.81,5412,71120796.0,2.78,0.47,0.44,1.35,94.42
237,2022-05-20,605499,93.74,94.62,98.52,93.66,10120,136296355.0,5.15,0.21,0.2,2.53,94.62
238,2022-05-23,605499,93.88,94.7,95.27,92.89,6416,84978923.0,2.52,0.08,0.08,1.6,94.7
