,Date,股票代码,Open,Close,High,Low,Volume,成交额,振幅,Change,Amount,Turnover,Adj Close
39,2021-10-25,601728,3.28,3.36,3.36,3.28,1406986,588654768.0,2.44,2.44,0.08,3.19,3.36
40,2021-10-26,601728,3.34,3.34,3.36,3.3,1063230,444934720.0,1.79,-0.6,-0.02,2.41,3.34
41,2021-10-27,601728,3.32,3.37,3.37,3.28,1271709,531832944.0,2.69,0.9,0.03,2.89,3.37
42,2021-10-28,601728,3.37,3.55,3.55,3.32,2111833,903833888.0,6.82,5.34,0.18,4.79,3.55
43,2021-10-29,601728,3.49,3.53,3.53,3.45,1667861,726322000.0,2.25,-0.56,-0.02,3.79,3.53
44,2021-11-01,601728,3.49,3.47,3.5,3.45,868487,376131568.0,1.42,-1.7,-0.06,1.97,3.47
45,2021-11-02,601728,3.45,3.36,3.47,3.36,1033922,441375808.0,3.17,-3.17,-0.11,2.35,3.36
46,2021-11-03,601728,3.35,3.35,3.36,3.33,567512,238716055.0,0.89,-0.3,-0.01,1.29,3.35
47,2021-11-04,601728,3.35,3.33,3.36,3.32,602523,252605814.0,1.19,-0.6,-0.02,1.37,3.33
48,2021-11-05,601728,3.33,3.38,3.41,3.31,1172171,495684832.0,3.0,1.5,0.05,2.66,3.38
49,2021-11-08,601728,3.36,3.35,3.38,3.34,572343,241042212.0,1.18,-0.89,-0.03,1.3,3.35
50,2021-11-09,601728,3.34,3.36,3.38,3.33,541052,228141217.0,1.49,0.3,0.01,1.23,3.36
51,2021-11-10,601728,3.36,3.35,3.37,3.33,531615,223587319.0,1.19,-0.3,-0.01,1.21,3.35
52,2021-11-11,601728,3.34,3.35,3.37,3.34,633024,266651974.0,0.9,0.0,0.0,1.44,3.35
53,2021-11-12,601728,3.35,3.35,3.36,3.34,567338,238809614.0,0.6,0.0,0.0,1.29,3.35
54,2021-11-15,601728,3.36,3.36,3.39,3.35,692020,292359120.0,1.19,0.3,0.01,1.57,3.36
55,2021-11-16,601728,3.36,3.35,3.37,3.34,555963,234427455.0,0.89,-0.3,-0.01,1.26,3.35
56,2021-11-17,601728,3.35,3.35,3.36,3.34,398792,167862985.0,0.6,0.0,0.0,0.91,3.35
57,2021-11-18,601728,3.35,3.32,3.36,3.32,629933,264188491.0,1.19,-0.9,-0.03,1.43,3.32
58,2021-11-19,601728,3.32,3.33,3.34,3.31,575667,240786708.0,0.9,0.3,0.01,1.31,3.33
59,2021-11-22,601728,3.33,3.54,3.54,3.32,2327161,998998256.0,6.61,6.31,0.21,5.28,3.54
60,2021-11-23,601728,3.46,3.44,3.49,3.43,1244256,536434784.0,1.69,-2.82,-0.1,2.82,3.44
61,2021-11-24,601728,3.43,3.43,3.46,3.4,747745,320272960.0,1.74,-0.29,-0.01,1.7,3.43
62,2021-11-25,601728,3.42,3.42,3.44,3.42,429055,183917679.0,0.58,-0.29,-0.01,0.97,3.42
63,2021-11-26,601728,3.42,3.42,3.43,3.41,509857,218147870.0,0.58,0.0,0.0,1.16,3.42
64,2021-11-29,601728,3.41,3.42,3.45,3.38,711738,305020560.0,2.05,0.0,0.0,1.62,3.42
